subject,gender,heights,arm_lengths,crotch_heights,chest_circumferences,hip_circumferences,waist_circumferences
csr1346a.ply,0,1778.0,608,796.0,902,946.0,779.0
csr1350a.ply,1,1701.8,579,800.0,834,974.0,726.0
csr1351a.ply,0,1701.8,623,739.0,973,1019.0,847.0
csr1352a.ply,0,1778.0,623,791.0,1104,1129.0,998.0
csr1353a.ply,0,1752.6,611,785.0,1010,1013.0,869.0
csr1354a.ply,0,1879.6,703,875.0,1058,1092.0,899.0
csr1355a.ply,0,1841.5,623,822.0,1115,1098.0,942.0
csr1356a.ply,1,1701.8,603,764.0,959,1022.0,688.0
csr1357a.ply,0,1854.2,657,824.0,886,986.0,858.0
csr1358a.ply,0,1930.4,685,865.0,1265,1193.0,1154.0
csr1359a.ply,1,1549.4,552,706.0,869,917.0,600.0
csr1360a.ply,1,1676.4,598,726.0,1268,1303.0,1091.0
csr1361a.ply,1,1625.6,535,705.0,870,953.0,752.0
csr1362a.ply,1,1524.0,538,668.0,967,1088.0,797.0
csr1363a.ply,1,1701.8,683,733.0,906,1132.0,872.0
csr1364a.ply,0,1803.4,646,829.0,1002,997.0,855.0
csr1365a.ply,1,1600.2,555,716.0,1019,993.0,767.0
csr1366a.ply,0,1879.6,641,835.0,1079,1118.0,936.0
csr1367a.ply,0,1701.8,602,768.0,991,1010.0,851.0
csr1368a.ply,1,1600.2,576,696.0,806,945.0,672.0
csr1369a.ply,1,1727.2,616,782.0,882,1038.0,757.0
csr1370a.ply,0,1727.2,628,733.0,842,893.0,778.0
csr1371a.ply,0,1828.8,660,796.0,1183,1166.0,1081.0
csr1372a.ply,1,1651.0,583,742.0,976,1101.0,768.0
csr1373a.ply,1,1676.4,572,734.0,850,1052.0,726.0
csr1374a.ply,1,1701.8,609,789.0,837,910.0,679.0
csr1375a.ply,1,1676.4,603,813.0,863,1086.0,725.0
csr1376a.ply,1,1574.8,521,693.0,841,883.0,730.0
csr1377a.ply,0,1879.6,695,862.0,1107,1164.0,1072.0
csr1378a.ply,1,1651.0,593,722.0,1039,1070.0,860.0
csr1379a.ply,1,1562.1,540,622.0,1032,1130.0,843.0
csr1380a.ply,0,1663.7,595,702.0,1262,1111.0,1088.0
csr1381a.ply,1,1574.8,546,648.0,1300,1262.0,1175.0
csr1382a.ply,1,1498.6,524,655.0,885,1014.0,735.0
csr1383a.ply,0,1816.1,656,821.0,1092,1111.0,916.0
csr1384a.ply,0,1828.8,671,842.0,1015,947.0,904.0
csr1385a.ply,0,1879.6,699,824.0,1104,1068.0,938.0
csr1386a.ply,0,1828.8,682,806.0,1221,1099.0,1132.0
csr1387a.ply,1,1803.4,639,823.0,958,1167.0,754.0
csr1388a.ply,1,1587.5,541,711.0,910,984.0,711.0
csr1389a.ply,1,1676.4,599,757.0,1215,1221.0,1030.0
csr1390a.ply,1,1600.2,549,724.0,927,959.0,750.0
csr1391a.ply,1,1625.6,565,696.0,1056,1121.0,925.0
csr1392a.ply,0,1727.2,609,779.0,910,938.0,805.0
csr1393a.ply,0,1727.2,614,753.0,1120,1087.0,1051.0
csr1394a.ply,0,1778.0,559,802.0,893,872.0,771.0
csr1395a.ply,0,1803.4,651,811.0,1094,1046.0,887.0
csr1396a.ply,1,1727.2,620,822.0,958,1069.0,831.0
csr1397a.ply,0,1778.0,631,757.0,1431,1397.0,1365.0
csr1398a.ply,0,1701.8,614,773.0,1031,927.0,859.0
csr1399a.ply,1,1625.6,568,722.0,951,1099.0,869.0
csr1400a.ply,1,1714.5,583,744.0,953,1036.0,715.0
csr1401a.ply,1,1524.0,556,689.0,896,1049.0,767.0
csr1402a.ply,0,1905.0,725,905.0,1135,1062.0,1024.0
csr1403a.ply,1,1651.0,616,758.0,927,1002.0,804.0
csr1404a.ply,0,1828.8,622,802.0,1052,1009.0,899.0
csr1405a.ply,1,1574.8,551,687.0,914,1072.0,746.0
csr1406a.ply,0,1778.0,644,796.0,1078,984.0,814.0
csr1407a.ply,1,1676.4,603,781.0,1102,1231.0,935.0
csr1408a.ply,0,1778.0,624,780.0,1111,1037.0,919.0
csr1409a.ply,1,1651.0,606,755.0,1502,1040.0,851.0
csr1410a.ply,1,1625.6,587,744.0,873,978.0,659.0
csr1411a.ply,0,1752.6,641,790.0,1106,1025.0,959.0
csr1412a.ply,0,1955.8,692,916.0,1032,1024.0,937.0
csr1413a.ply,1,1524.0,547,637.0,1170,1207.0,1035.0
csr1414a.ply,1,1625.6,549,712.0,931,1003.0,729.0
csr1415a.ply,1,1676.4,588,743.0,950,1011.0,791.0
csr1416a.ply,1,1524.0,567,670.0,1082,1104.0,915.0
csr1417a.ply,1,1619.25,575,753.0,852,980.0,719.0
csr1418a.ply,1,1600.2,573,748.0,875,1010.0,714.0
csr1419a.ply,1,1638.3,557,741.0,855,977.0,700.0
csr1420a.ply,1,1676.4,616,773.0,946,1093.0,791.0
csr1421a.ply,1,1778.0,638,833.0,1030,1007.0,831.0
csr1422a.ply,1,1574.8,570,716.0,1006,1038.0,793.0
csr1423a.ply,1,1625.6,545,714.0,891,950.0,686.0
csr1424a.ply,1,1828.8,654,890.0,828,1019.0,752.0
csr1425a.ply,0,1778.0,641,829.0,983,1004.0,827.0
csr1426a.ply,1,1663.7,576,773.0,806,954.0,658.0
csr1427a.ply,1,1727.2,592,778.0,886,1023.0,710.0
csr1428a.ply,0,1752.6,629,772.0,1136,1079.0,1029.0
csr1429a.ply,0,1892.3,705,882.0,1090,1072.0,959.0
csr1430a.ply,0,1727.2,621,782.0,1071,1056.0,901.0
csr1431a.ply,1,1663.7,602,763.0,1214,1175.0,997.0
csr1432a.ply,1,1625.6,577,759.0,908,972.0,781.0
csr1433a.ply,1,1651.0,606,744.0,1037,1082.0,833.0
csr1434a.ply,1,1701.8,553,765.0,928,955.0,790.0
csr1435a.ply,1,1600.2,560,724.0,843,926.0,660.0
csr1436a.ply,1,1574.8,561,728.0,811,918.0,641.0
csr1437a.ply,0,1752.6,626,800.0,1184,1134.0,1032.0
csr1438a.ply,0,1879.6,674,861.0,1153,1185.0,1120.0
csr1439a.ply,0,1828.8,641,825.0,968,1004.0,830.0
csr1440a.ply,0,1905.0,644,811.0,1253,1313.0,1288.0
csr1441a.ply,1,1600.2,542,682.0,1064,1049.0,882.0
csr1442a.ply,1,1771.65,639,793.0,1250,1224.0,1079.0
csr1443a.ply,0,1955.8,696,880.0,1333,1221.0,1206.0
csr1444a.ply,0,1778.0,652,810.0,1278,1404.0,1244.0
csr1445a.ply,0,1752.6,615,766.0,1083,1002.0,906.0
csr1446a.ply,0,1701.8,614,819.0,980,959.0,834.0
csr1447a.ply,0,1790.7,627,807.0,1068,1027.0,866.0
csr1448a.ply,1,1701.8,592,808.0,903,989.0,718.0
csr1449a.ply,1,1701.8,588,764.0,911,1029.0,763.0
csr1450a.ply,0,1752.6,649,795.0,964,972.0,821.0
csr1451a.ply,1,1625.6,590,779.0,839,960.0,725.0
csr1452a.ply,1,1562.1,533,662.0,897,1023.0,692.0
csr1453a.ply,1,1536.7,523,710.0,778,882.0,614.0
csr1454a.ply,1,1524.0,510,675.0,941,1032.0,692.0
csr1455a.ply,0,1803.4,618,808.0,950,938.0,780.0
csr1456a.ply,1,1600.2,587,726.0,1061,1093.0,927.0
csr1457a.ply,0,1771.65,620,765.0,1028,992.0,861.0
csr1458a.ply,1,1562.1,553,688.0,870,1020.0,700.0
csr1459a.ply,1,1644.65,568,708.0,1137,1225.0,960.0
csr1460a.ply,1,1651.0,583,756.0,913,1015.0,754.0
csr1461a.ply,0,1930.4,677,873.0,1111,1101.0,920.0
csr1462a.ply,1,1663.7,577,759.0,893,967.0,692.0
csr1463a.ply,0,2006.6,718,912.0,993,1108.0,930.0
csr1464a.ply,1,1752.6,639,855.0,864,1075.0,724.0
csr1465a.ply,0,1727.2,595,760.0,942,949.0,716.0
csr1466a.ply,0,1828.8,657,831.0,1192,1055.0,999.0
csr1467a.ply,1,1701.8,622,818.0,1232,1206.0,1014.0
csr1468a.ply,1,1727.2,616,773.0,915,1071.0,710.0
csr1469a.ply,1,1524.0,540,697.0,930,941.0,752.0
csr1470a.ply,1,1778.0,642,849.0,830,960.0,679.0
csr1471a.ply,0,1930.4,701,902.0,1011,1037.0,894.0
csr1472a.ply,1,1625.6,559,739.0,795,947.0,711.0
csr1473a.ply,0,1905.0,709,826.0,1283,1409.0,1357.0
csr1474a.ply,1,1651.0,590,707.0,1470,1526.0,1385.0
csr1475a.ply,1,1714.5,596,796.0,936,1050.0,752.0
csr1476a.ply,1,1651.0,593,758.0,925,1014.0,727.0
csr1477a.ply,1,1625.6,577,728.0,1197,1139.0,1073.0
csr1478a.ply,0,1701.8,621,759.0,1084,1025.0,869.0
csr1479a.ply,0,1778.0,616,793.0,984,971.0,836.0
csr1480a.ply,0,1854.2,653,856.0,1006,1052.0,942.0
csr1481a.ply,0,1803.4,688,815.0,1142,1096.0,1036.0
csr1482a.ply,0,1790.7,623,811.0,1061,1011.0,944.0
csr1483a.ply,0,1828.8,688,859.0,946,978.0,833.0
csr1484a.ply,0,1765.3,639,838.0,924,928.0,812.0
csr1485a.ply,0,1625.6,607,701.0,973,909.0,849.0
csr1486a.ply,0,1752.6,637,794.0,961,984.0,771.0
csr1487a.ply,0,1879.6,628,831.0,1042,1068.0,959.0
csr1488a.ply,0,1803.4,609,805.0,1025,992.0,906.0
csr1489a.ply,0,1727.2,619,757.0,1071,1041.0,918.0
csr1490a.ply,0,1803.4,631,795.0,1045,1072.0,920.0
csr1491a.ply,0,1803.4,644,823.0,1052,1050.0,842.0
csr1492a.ply,1,1676.4,592,772.0,913,1089.0,805.0
csr1493a.ply,1,1651.0,575,751.0,992,1130.0,958.0
csr1494a.ply,0,1905.0,691,896.0,993,1053.0,878.0
csr1495a.ply,0,1828.8,653,845.0,909,919.0,747.0
csr1496a.ply,1,1549.4,532,684.0,827,971.0,648.0
csr1497a.ply,0,1854.2,632,849.0,980,960.0,858.0
csr1498a.ply,0,1778.0,645,801.0,1122,1005.0,912.0
csr1499a.ply,0,1752.6,622,810.0,944,943.0,809.0
csr1500a.ply,0,1701.8,582,731.0,962,996.0,842.0
csr1501a.ply,0,1651.0,576,728.0,989,948.0,860.0
csr1502a.ply,0,1778.0,654,796.0,1186,1106.0,1161.0
csr1503a.ply,0,1778.0,648,853.0,1009,999.0,864.0
csr1504a.ply,0,1701.8,618,763.0,1032,999.0,856.0
csr1505a.ply,0,1854.2,675,890.0,1031,1013.0,903.0
csr1506a.ply,1,1727.2,583,771.0,872,949.0,720.0
csr1507a.ply,0,1828.8,660,842.0,1093,1056.0,970.0
csr1508a.ply,0,1854.2,668,830.0,1011,1006.0,851.0
csr1509a.ply,0,1828.8,663,795.0,1191,1085.0,1013.0
csr1510a.ply,0,1714.5,626,757.0,960,958.0,865.0
csr1511a.ply,0,1701.8,617,758.0,985,961.0,756.0
csr1512a.ply,1,1676.4,611,807.0,1001,1050.0,844.0
csr1513a.ply,0,1727.2,615,758.0,1118,1114.0,1098.0
csr1514a.ply,0,1828.8,648,868.0,848,896.0,723.0
csr1515a.ply,0,2057.4,735,952.0,994,1072.0,972.0
csr1516a.ply,0,1752.6,629,812.0,959,918.0,800.0
csr1517a.ply,0,1803.4,660,818.0,991,1002.0,869.0
csr1518a.ply,0,1930.4,680,880.0,980,1062.0,893.0
csr1519a.ply,0,1828.8,666,848.0,981,968.0,844.0
csr1520a.ply,1,1701.8,575,761.0,857,1031.0,681.0
csr1521a.ply,0,1651.0,585,760.0,995,924.0,742.0
csr1522a.ply,0,1803.4,634,824.0,1084,1061.0,1011.0
csr1523a.ply,1,1676.4,560,778.0,819,970.0,634.0
csr1524a.ply,0,1828.8,626,833.0,936,950.0,793.0
csr1525a.ply,1,1689.1,600,792.0,945,1063.0,748.0
csr1526a.ply,0,1803.4,635,852.0,957,1022.0,867.0
csr1527a.ply,0,1905.0,698,915.0,1039,1072.0,889.0
csr1528a.ply,0,1828.8,630,805.0,1011,1005.0,863.0
csr1529a.ply,0,1727.2,617,798.0,1019,958.0,855.0
csr1530a.ply,1,1625.6,558,685.0,1112,1239.0,1049.0
csr1531a.ply,0,1752.6,633,776.0,1017,1062.0,917.0
csr1532a.ply,1,1625.6,570,751.0,830,926.0,715.0
csr1533a.ply,0,2006.6,770,944.0,1314,1189.0,1050.0
csr1534a.ply,0,1828.8,681,875.0,1009,1040.0,911.0
csr1535a.ply,1,1600.2,567,708.0,1129,1186.0,994.0
csr1536a.ply,0,1854.2,653,832.0,1089,1032.0,986.0
csr1537a.ply,0,1727.2,616,780.0,1029,991.0,889.0
csr1538a.ply,1,1727.2,615,802.0,848,963.0,656.0
csr1539a.ply,0,1714.5,617,748.0,998,987.0,911.0
csr1540a.ply,1,1701.8,617,797.0,907,1045.0,764.0
csr1541a.ply,1,1701.8,602,741.0,965,1055.0,761.0
csr1542a.ply,0,1841.5,638,815.0,1093,1109.0,960.0
csr1543a.ply,0,1803.4,616,816.0,943,996.0,939.0
csr1544a.ply,1,1574.8,555,704.0,1015,1050.0,836.0
csr1545a.ply,0,1778.0,637,784.0,1176,1081.0,996.0
csr1546a.ply,0,1778.0,644,800.0,1083,1036.0,935.0
csr1547a.ply,0,1854.2,633,841.0,1129,1087.0,952.0
csr1548a.ply,1,1600.2,555,707.0,980,983.0,740.0
csr1549a.ply,1,1676.4,573,774.0,831,936.0,612.0
csr1550a.ply,0,1727.2,585,751.0,1069,969.0,883.0
csr1551a.ply,0,1930.4,661,841.0,1018,1094.0,968.0
csr1552a.ply,0,1828.8,651,818.0,1185,1186.0,1172.0
csr1553a.ply,0,1790.7,612,784.0,1032,1017.0,921.0
csr1554a.ply,1,1701.8,582,797.0,853,994.0,674.0
csr1555a.ply,0,1854.2,675,808.0,1023,1110.0,900.0
csr1556a.ply,1,1600.2,529,752.0,854,917.0,715.0
csr1557a.ply,1,1574.8,548,681.0,989,1139.0,794.0
csr1558a.ply,0,1854.2,674,858.0,1154,1191.0,987.0
csr1559a.ply,0,1739.9,611,785.0,1134,1081.0,986.0
csr1560a.ply,0,1879.6,693,888.0,1129,1137.0,1086.0
csr1561a.ply,0,1752.6,626,770.0,1015,1056.0,924.0
csr1562a.ply,0,1612.9,571,718.0,989,964.0,877.0
csr1563a.ply,1,1701.8,598,786.0,960,1083.0,771.0
csr1564a.ply,0,1803.4,646,810.0,1013,1007.0,1017.0
csr1565a.ply,1,1600.2,553,718.0,927,1046.0,678.0
csr1566a.ply,1,1727.2,601,810.0,931,969.0,832.0
csr1567a.ply,0,1778.0,625,826.0,983,989.0,804.0
csr1568a.ply,0,1778.0,621,803.0,881,956.0,761.0
csr1569a.ply,0,1790.7,617,806.0,938,974.0,817.0
csr1570a.ply,0,1803.4,645,813.0,1094,1072.0,852.0
csr1571a.ply,0,1752.6,657,795.0,1127,1041.0,1005.0
csr1572a.ply,0,1727.2,604,756.0,983,1018.0,986.0
csr1573a.ply,1,1676.4,583,784.0,837,976.0,672.0
csr1574a.ply,0,1701.8,626,781.0,1068,1049.0,953.0
csr1575a.ply,1,1574.8,571,726.0,943,1030.0,751.0
csr1576a.ply,1,1663.7,597,782.0,921,1052.0,754.0
csr1577a.ply,0,1905.0,656,866.0,999,1016.0,904.0
csr1578a.ply,1,1816.1,654,853.0,1038,1113.0,878.0
csr1579a.ply,0,1676.4,615,735.0,960,936.0,861.0
csr1580a.ply,0,1803.4,650,790.0,1133,1172.0,1057.0
csr1581a.ply,0,1803.4,639,833.0,1132,1139.0,988.0
csr1582a.ply,0,1803.4,664,777.0,1098,1082.0,982.0
csr1583a.ply,0,1701.8,607,754.0,988,953.0,880.0
csr1584a.ply,0,1854.2,626,844.0,916,954.0,792.0
csr1585a.ply,0,1828.8,672,837.0,1292,1261.0,1182.0
csr1586a.ply,0,1828.8,656,833.0,1048,1098.0,878.0
csr1587a.ply,0,1676.4,590,723.0,1062,1038.0,855.0
csr1588a.ply,0,1816.1,672,845.0,983,981.0,874.0
csr1589a.ply,0,1765.3,621,780.0,1033,1012.0,936.0
csr1590a.ply,0,1701.8,609,745.0,960,975.0,816.0
csr1591a.ply,1,1676.4,587,753.0,919,1120.0,754.0
csr1592a.ply,1,1574.8,546,709.0,913,998.0,690.0
csr1593a.ply,0,1879.6,665,829.0,1200,1114.0,1013.0
csr1594a.ply,0,1778.0,638,799.0,1073,1076.0,959.0
csr1595a.ply,0,1803.4,608,850.0,936,944.0,823.0
csr1596a.ply,0,1803.4,637,791.0,1042,1022.0,896.0
csr1597a.ply,0,1727.2,658,829.0,889,940.0,721.0
csr1598a.ply,0,1803.4,680,848.0,1137,1050.0,977.0
csr1599a.ply,0,1701.8,625,739.0,1228,1059.0,1056.0
csr1600a.ply,0,1778.0,643,840.0,898,955.0,789.0
csr1601a.ply,0,1905.0,667,842.0,1065,1041.0,953.0
csr1602a.ply,0,1778.0,639,818.0,1049,1078.0,879.0
csr1603a.ply,1,1803.4,656,843.0,1275,1195.0,1166.0
csr1604a.ply,1,1600.2,561,718.0,899,1030.0,747.0
csr1605a.ply,1,1625.6,574,728.0,950,987.0,756.0
csr1606a.ply,1,1600.2,525,741.0,916,1005.0,764.0
csr1607a.ply,1,1638.3,564,726.0,869,918.0,647.0
csr1608a.ply,1,1574.8,553,638.0,1080,1096.0,950.0
csr1609a.ply,0,1689.1,579,750.0,976,1010.0,841.0
csr1610a.ply,0,1879.6,667,866.0,1032,1045.0,946.0
csr1611a.ply,0,1905.0,684,851.0,1139,1140.0,971.0
csr1612a.ply,0,1778.0,604,789.0,857,924.0,775.0
csr1613a.ply,0,1854.2,664,843.0,1044,1064.0,926.0
csr1614a.ply,0,1752.6,639,804.0,1204,1305.0,1136.0
csr1615a.ply,1,1600.2,558,713.0,937,1028.0,765.0
csr1616a.ply,1,1727.2,605,752.0,1220,1201.0,1060.0
csr1617a.ply,1,1701.8,600,782.0,1034,1020.0,780.0
csr1618a.ply,1,1701.8,577,768.0,921,1063.0,674.0
csr1619a.ply,1,1651.0,566,769.0,922,1067.0,771.0
csr1620a.ply,1,1701.8,600,762.0,1155,1155.0,954.0
csr1621a.ply,0,1727.2,616,774.0,940,1016.0,894.0
csr1622a.ply,1,1727.2,603,776.0,1019,1041.0,760.0
csr1623a.ply,1,1752.6,605,804.0,945,997.0,746.0
csr1624a.ply,0,1917.7,678,909.0,1041,1029.0,916.0
csr1625a.ply,1,1727.2,619,805.0,925,941.0,739.0
csr1626a.ply,1,1549.4,546,701.0,851,899.0,662.0
csr1627a.ply,1,1727.2,615,787.0,1172,1130.0,894.0
csr1628a.ply,0,1803.4,638,838.0,945,941.0,873.0
csr1629a.ply,1,1625.6,569,724.0,841,1034.0,814.0
csr1630a.ply,1,1625.6,550,697.0,898,1002.0,779.0
csr1631a.ply,1,1549.4,544,694.0,834,943.0,674.0
csr1632a.ply,0,1854.2,674,874.0,1154,1123.0,905.0
csr1633a.ply,0,1727.2,618,765.0,1012,982.0,919.0
csr1634a.ply,1,1600.2,569,730.0,920,1002.0,749.0
csr1635a.ply,0,1828.8,657,875.0,1026,1007.0,841.0
csr1636a.ply,1,1714.5,601,754.0,1010,1251.0,786.0
csr1637a.ply,0,1854.2,655,853.0,1218,1183.0,1137.0
csr1638a.ply,1,1727.2,606,755.0,1365,1545.0,1163.0
csr1639a.ply,0,1778.0,623,756.0,1027,995.0,861.0
csr1640a.ply,1,1574.8,555,672.0,1206,1291.0,1099.0
csr1641a.ply,0,1739.9,598,775.0,948,955.0,860.0
csr1642a.ply,0,1778.0,664,796.0,1143,1066.0,958.0
csr1643a.ply,0,1879.6,645,833.0,981,1073.0,958.0
csr1644a.ply,1,1676.4,616,774.0,936,1066.0,833.0
csr1645a.ply,0,1803.4,644,825.0,993,1004.0,894.0
csr1646a.ply,1,1625.6,564,707.0,815,947.0,635.0
csr1647a.ply,1,1701.8,575,787.0,999,1121.0,861.0
csr1648a.ply,1,1765.3,630,818.0,868,1052.0,726.0
csr1649a.ply,1,1549.4,555,635.0,1154,1282.0,1075.0
csr1650a.ply,0,1727.2,677,862.0,942,911.0,798.0
csr1651a.ply,0,1752.6,620,759.0,1043,1022.0,915.0
csr1652a.ply,1,1574.8,523,685.0,868,972.0,677.0
csr1653a.ply,0,1765.3,645,778.0,1061,1110.0,1037.0
csr1654a.ply,0,1790.7,636,763.0,1236,1223.0,1154.0
csr1655a.ply,0,1727.2,618,751.0,1009,1036.0,965.0
csr1656a.ply,0,1955.8,687,948.0,1089,1025.0,924.0
csr1657a.ply,1,1625.6,594,744.0,977,948.0,790.0
csr1658a.ply,1,1524.0,575,710.0,962,1105.0,778.0
csr1659a.ply,0,1854.2,661,801.0,1276,1196.0,1092.0
csr1660a.ply,1,1651.0,569,777.0,864,966.0,696.0
csr1661a.ply,1,1778.0,587,809.0,882,953.0,801.0
csr1662a.ply,0,1778.0,675,842.0,932,891.0,741.0
csr1663a.ply,1,1562.1,565,699.0,1240,1205.0,1139.0
csr1664a.ply,1,1524.0,535,666.0,760,953.0,649.0
csr1665a.ply,0,1752.6,625,751.0,1012,1015.0,849.0
csr1666a.ply,0,1752.6,632,795.0,941,990.0,816.0
csr1667a.ply,0,1803.4,641,756.0,1109,1081.0,931.0
csr1668a.ply,0,1778.0,655,792.0,1062,1031.0,1005.0
csr1669a.ply,1,1676.4,577,759.0,815,937.0,724.0
csr1670a.ply,0,1752.6,652,772.0,1165,1203.0,1081.0
csr1671a.ply,1,1600.2,581,745.0,841,930.0,712.0
csr1672a.ply,1,1727.2,622,766.0,950,991.0,781.0
csr1673a.ply,1,1625.6,531,692.0,952,1026.0,755.0
csr1674a.ply,0,1803.4,639,833.0,977,969.0,869.0
csr1675a.ply,1,1562.1,550,694.0,916,1011.0,668.0
csr1676a.ply,0,1828.8,625,776.0,940,1089.0,905.0
csr1677a.ply,0,1803.4,626,804.0,943,1047.0,837.0
csr1678a.ply,0,1930.4,654,857.0,1053,1100.0,964.0
csr1679a.ply,1,1676.4,613,766.0,886,1051.0,717.0
csr1680a.ply,1,1600.2,551,698.0,884,954.0,706.0
csr1681a.ply,0,1892.3,689,880.0,1104,1107.0,1109.0
csr1682a.ply,0,1955.8,704,898.0,1043,1081.0,951.0
csr1683a.ply,1,1549.4,549,653.0,1090,1102.0,958.0
csr1684a.ply,0,1778.0,674,798.0,1065,997.0,928.0
csr1685a.ply,1,1651.0,551,727.0,831,953.0,700.0
csr1686a.ply,1,1778.0,598,814.0,875,1101.0,853.0
csr1687a.ply,0,1879.6,637,830.0,1003,1065.0,924.0
csr1688a.ply,0,1778.0,666,851.0,978,982.0,862.0
csr1689a.ply,1,1701.8,569,783.0,823,951.0,679.0
csr1690a.ply,0,1778.0,615,796.0,906,944.0,806.0
csr1691a.ply,1,1651.0,556,752.0,887,1005.0,734.0
csr1692a.ply,0,1778.0,662,870.0,1087,1129.0,1065.0
csr1693a.ply,0,1612.9,585,732.0,894,921.0,747.0
csr1694a.ply,0,1778.0,629,784.0,998,1023.0,914.0
csr1695a.ply,0,1778.0,632,792.0,977,1025.0,865.0
csr1696a.ply,1,1696.72,571,774.0,804,839.0,706.0
csr1697a.ply,0,1778.0,682,845.0,951,890.0,861.0
csr1698a.ply,0,1866.9,638,855.0,961,913.0,878.0
csr1699a.ply,0,1701.8,595,724.0,1078,1130.0,992.0
csr1700a.ply,1,1752.6,601,819.0,927,1012.0,813.0
csr1701a.ply,0,1879.6,691,896.0,1113,1071.0,975.0
csr1702a.ply,0,1701.8,616,734.0,1041,980.0,895.0
csr1703a.ply,1,1549.4,541,658.0,1111,1130.0,981.0
csr1704a.ply,0,1879.6,680,877.0,1096,1061.0,895.0
csr1705a.ply,1,1651.0,575,716.0,999,1109.0,856.0
csr1706a.ply,1,1625.6,568,742.0,900,1051.0,747.0
csr1707a.ply,0,1778.0,634,745.0,1104,1073.0,981.0
csr1708a.ply,1,1651.0,578,737.0,865,998.0,701.0
csr1709a.ply,1,1651.0,604,755.0,1019,953.0,754.0
csr1710a.ply,0,1778.0,632,798.0,1013,982.0,885.0
csr1711a.ply,1,1651.0,581,766.0,957,1064.0,763.0
csr1712a.ply,0,1765.3,597,775.0,912,991.0,856.0
csr1713a.ply,1,1701.8,601,759.0,1012,1131.0,877.0
csr1715a.ply,0,1752.6,643,809.0,943,1034.0,830.0
csr1716a.ply,1,1524.0,576,722.0,877,952.0,731.0
csr1717a.ply,0,1803.4,669,799.0,1072,1021.0,939.0
csr1718a.ply,1,1524.0,551,694.0,899,1008.0,704.0
csr1719a.ply,1,1625.6,546,704.0,902,1139.0,672.0
csr1720a.ply,0,1854.2,696,848.0,1192,1103.0,1132.0
csr1721a.ply,1,1574.8,564,735.0,1179,1264.0,1047.0
csr1722a.ply,1,1530.35,515,706.0,911,936.0,712.0
csr1723a.ply,1,1727.2,634,809.0,1194,1258.0,923.0
csr1724a.ply,1,1752.6,630,805.0,926,1062.0,804.0
csr1725a.ply,1,1574.8,542,710.0,845,968.0,762.0
csr1726a.ply,1,1701.8,647,806.0,1167,1202.0,1013.0
csr1727a.ply,1,1549.4,565,714.0,1017,1090.0,879.0
csr1728a.ply,1,1778.0,633,832.0,969,1031.0,800.0
csr1729a.ply,1,1651.0,586,760.0,1042,1054.0,820.0
csr1730a.ply,1,1638.3,571,765.0,894,980.0,706.0
csr1731a.ply,1,1727.2,554,768.0,853,973.0,735.0
csr1732a.ply,1,1701.8,601,802.0,835,989.0,673.0
csr1733a.ply,1,1676.4,595,733.0,1217,1388.0,1154.0
csr1734a.ply,1,1765.3,613,756.0,916,1025.0,779.0
csr1735a.ply,0,1854.2,667,834.0,1078,1114.0,899.0
csr1736a.ply,1,1701.8,603,761.0,917,988.0,712.0
csr1737a.ply,0,1727.2,618,743.0,1259,1258.0,1245.0
csr1738a.ply,1,1778.0,616,824.0,1060,1105.0,911.0
csr1739a.ply,1,1676.4,585,787.0,919,1073.0,761.0
csr1740a.ply,0,1879.6,663,863.0,906,979.0,823.0
csr1741a.ply,1,1625.6,589,778.0,1039,1049.0,854.0
csr1742a.ply,1,1633.982,575,709.0,1028,1135.0,824.0
csr1743a.ply,1,1574.8,532,721.0,858,880.0,614.0
csr1744a.ply,0,1701.8,632,771.0,1005,964.0,833.0
csr1745a.ply,0,1701.8,624,722.0,1206,1118.0,1044.0
csr1746a.ply,1,1778.0,626,762.0,1176,1259.0,1015.0
csr1747a.ply,0,1879.6,642,833.0,880,941.0,785.0
csr1748a.ply,1,1600.2,556,730.0,904,934.0,681.0
csr1749a.ply,1,1612.9,593,730.0,1170,1178.0,944.0
csr1750a.ply,1,1549.4,581,716.0,1074,1161.0,849.0
csr1751a.ply,1,1625.6,558,727.0,908,999.0,731.0
csr1752a.ply,1,1651.0,582,752.0,1006,1184.0,872.0
csr1753a.ply,1,1651.0,578,730.0,1080,1172.0,1039.0
csr1754a.ply,1,1714.5,617,796.0,1000,1198.0,807.0
csr1755a.ply,1,1676.4,593,797.0,913,968.0,741.0
csr1756a.ply,0,1803.4,659,816.0,1040,1067.0,855.0
csr1757a.ply,1,1600.2,573,728.0,995,1052.0,880.0
csr1758a.ply,1,1625.6,581,727.0,955,1024.0,774.0
csr1759a.ply,0,1803.4,671,840.0,968,1005.0,887.0
csr1760a.ply,1,1600.2,553,730.0,822,964.0,655.0
csr1761a.ply,0,1803.4,666,807.0,1005,1028.0,764.0
csr1762a.ply,1,1625.6,590,746.0,832,984.0,680.0
csr1763a.ply,1,1701.8,621,788.0,884,1041.0,735.0
csr1764a.ply,1,1625.6,559,745.0,916,959.0,724.0
csr1765a.ply,1,1600.2,564,743.0,884,982.0,719.0
csr1766a.ply,0,1752.6,618,806.0,954,939.0,788.0
csr1767a.ply,0,1803.4,640,823.0,1150,1044.0,959.0
csr1768a.ply,1,1727.2,643,786.0,1322,1527.0,1191.0
